derviş	N;ABL(SG;PSS-2;PSS-PL	dervişinizden
patlamak	V;NEC;PRS;PROG;POS;DECL;NOM-2;NOM-PL	patlıyor olmalısınız
geçinmek	V;INFR;PRS;HAB;POS;DECL;NOM-3;NOM-PL	geçinirlermiş
soymak	V;NEC;PRS;PROG;NEG;DECL;NOM-1;NOM-PL	soyuyor olmamalıyız
izlemek	V;IND;PST;HAB;PROG;NEG;DECL;NOM-3;NOM-PL	izliyor olmazlardı
kurutmak	V;INFR;PST;PERF;POS;DECL;NOM-3;NOM-SG	kurutmuştu
temsilci	N;NOM(PL;PSS-2;PSS-PL	temsilcileriniz
üşenmek	V;IND;PST;PRSP;NEG;INTR;NOM-3;NOM-PL	üşenmeyecekler miydi
concon	N;ABL-SG	concondan
geçmek	V;INFR;PST;PL;POS;DECL;NOM-3	geçmişlermiş
bunamak	V;IND;FUT;PRSP;POS;DECL;NOM-2;NOM-PL	bunayacak olacaksınız
baklava	N;NOM(SG;PSS-1;PSS-PL	baklavamız
alındırtmak	V;IND;FUT;NEG;INTR;NOM-3;NOM-PL	alındırtmayacaklar mı
acıktırmak	V;IND;PST;NEG;DECL;NOM-2;NOM-SG	acıktırmadın
sızmak	V;INFR;FUT;PERF;NEG;INTR;NOM-2;NOM-SG	sızmış olmayacak mısın
koyulaşmak	V;IND;PST;PERF;NEG;DECL;NOM-1;NOM-PL	koyulaşmadıydık
pandeist	N;LOC(SG;PSS-2;PSS-PL	pandeistinizde
örtmek	V;IND;FUT;PRSP;POS;DECL;NOM-1;NOM-PL	örtecek olacağız
kaynamak	V;IND;PRS;HAB;NEG;INTR;NOM-1;NOM-SG	kaynamaz mıyım
gelişmek	V;IMP;POS;DECL;NOM-2;NOM-PL	gelişin
psikolog	N;ABL-SG	psikologdan
döndürmek	V;INFR;PRS;PROG;NEG;INTR;NOM-2;NOM-PL	döndürmüyor muymuşsunuz
dokumak	V;NEC;PRS;NEG;INTR;NOM-3;NOM-SG	dokumameli mi
ayrılmak	V;IND;FUT;POS;DECL;NOM-1;NOM-SG	ayrılacağım
altın	N;LOC(SG;PSS-3;PSS-SG	altınında
parçacık	N;NOM(SG;PSS-2;PSS-SG	parçacığın
dilek	N;LOC(PL;PSS-1;PSS-PL	dileklerimizde
yumurtalık	N;NOM(PL;PSS-2;PSS-PL	yumurtalıklarınız
bildirmek	V;NEC;PRS;PROG;NEG;INTR;NOM-3;NOM-SG	bildiriyor olmamalı mı
çevirmek	V;NEC;PRS;PROG;POS;DECL;NOM-2;NOM-SG	çeviriyor olmalısın
oynamak	V;NEC;PRS;NEG;DECL;NOM-1;NOM-SG	oynamameliyim
iskender	N;SG;PRS;NOM-3;NOM-SG	iskender
demek	V;INFR;FUT;PERF;NEG;INTR;NOM-1;NOM-SG	demiş olmayacak mıyım
bunamak	V;INFR;FUT;POS;DECL;NOM-1;NOM-SG	bunayacakmışım
sümük	N;DAT(SG;PSS-2;PSS-SG	sümüğüne
altın	N;ACC(SG;PSS-2;PSS-PL	altınınızı
ağlaşmak	V;IMP;POS;DECL;NOM-2;NOM-SG	ağlaş
yetki	N;GEN-PL	yetkilerin
binmek	V;INFR;PST;PRSP;NEG;DECL;NOM-1;NOM-SG	binmiş olmayacaktım
yaratık	N;GEN-SG	yaratığın
delmek	V;NEC;PRS;INTR;POS;NOM-1;NOM-PL	delmeli miyiz
aşık	N;DAT(PL;PSS-2;PSS-SG	aşıklarına
kanmak	V;INFR;FUT;PERF;POS;DECL;NOM-3;NOM-SG	kanmış olacak
cızlamı çekmek	V;NEC;PST;NEG;DECL;NOM-3;NOM-PL	cızlamı çekmemelilerdi
saydırtmak	V;NEC;PRS;PROG;POS;DECL;NOM-3;NOM-PL	saydırtıyor olmalılar
büzük	N;DAT(PL;PSS-2;PSS-PL	büzüklerinize
gaf	N;NOM-SG	gaf
avukat	N;SG;IND;PST;NOM-1;NOM-SG	avukattım
tepmek	V;INFR;PRS;PROG;INTR;POS;NOM-2;NOM-SG	tepiyor muymuşsun
demek	V;INFR;PST;PERF;NEG;DECL;NOM-3;NOM-PL	dememişlerdi
karanfil	N;NOM(SG;PSS-2;PSS-SG	karanfilin
gecelik	N;ABL(PL;PSS-2;PSS-SG	geceliklerinden
sinir hücresi	N;ACC-SG	sinir hücresini
patlamak	V;NEC;PST;NEG;INTR;NOM-2;NOM-SG	patlamamalı mıydın
kurutmak	V;INFR;FUT;PROG;INTR;POS;NOM-1;NOM-SG	kurutuyor olacak mıymışım
jonglör	N;LOC(PL;PSS-2;PSS-SG	jonglörlerinde
içbükey açı	N;LOC-PL	içbükey açılarda
heyecanlanmak	V;NEC;PRS;PROG;NEG;DECL;NOM-1;NOM-SG	heyecanlanıyor olmamalıyım
idadi	N;LOC-PL	idadilerde
binmek	V;INFR;FUT;PERF;NEG;INTR;NOM-2;NOM-PL	binmiş olmayacak mısınız
ücretlilik	N;GEN(SG;PSS-2;PSS-PL	ücretliliğinizin
üstesinden gelmek	V;NEC;INFR;PRS;PROG;INTR;POS;NOM-3;NOM-SG	üstesinden geliyor olmalı mıymış
embriyo	N;NOM(PL;PSS-2;PSS-SG	embriyoların
kıskanmak	V;NEC;PRS;PROG;NEG;INTR;NOM-3;NOM-PL	kıskanıyor olmamalılar mı
savunmak	V;INFR;PRS;PROG;NEG;INTR;NOM-2;NOM-SG	savunmuyor muymuşsun
şaşırttırmak	V;INFR;FUT;PRSP;INTR;POS;NOM-3;NOM-SG	şaşırttıracak olacak mıymış
çatmak	V;INFR;PRS;PROG;NEG;DECL;NOM-2;NOM-SG	çatmıyormuşsun
yalvarmak	V;INFR;FUT;PRSP;NEG;INTR;NOM-2;NOM-SG	yalvaracak olmayacak mıymışsın
laterna	N;NOM-PL	laternalar
zeval	N;ABL-SG	zevalden
saldırmak	V;INFR;PST;NEG;DECL;NOM-2;NOM-PL	saldırmamışsınız
yetmezlik	N;DAT-PL	yetmezliklere
gelmek	V;IND;FUT;PROG;INTR;POS;NOM-3;NOM-SG	geliyor olacak mı
yetki	N;ACC(SG;PSS-1;PSS-PL	yetkimizi
sattırtmak	V;IND;FUT;PROG;NEG;DECL;NOM-3;NOM-SG	sattırtıyor olmayacak
bok	N;NOM-SG	bok
jonglör	N;ACC(PL;PSS-3;PSS-SG	jonglörlerini
boğmak	V;IND;PST;PERF;POS;DECL;NOM-2;NOM-SG	boğduydun
irdelemek	V;INFR;FUT;HAB;INTR;POS;NOM-1;NOM-PL	irdeler olacak mıymışız
bıçaklamak	V;INFR;PRS;PROG;POS;DECL;NOM-1;NOM-PL	bıçaklıyormuşuz
dokumak	V;IND;PST;HAB;INTR;POS;NOM-2;NOM-SG	dokur muydun
bilemek	V;NEC;PST;NEG;DECL;NOM-2;NOM-SG	bilememeliydin
gerekmek	V;IND;PST;HAB;PROG;NEG;INTR;NOM-2;NOM-SG	gerekiyor olmaz mıydın
savunmak	V;INFR;FUT;INTR;POS;NOM-3;NOM-SG	savunacak mıymış
baklava	N;ACC(PL;PSS-2;PSS-SG	baklavalarını
beklemek	V;INFR;PST;PRSP;INTR;POS;NOM-1;NOM-SG	beklemiş olacak mıydım
büzük	N;GEN(PL;PSS-2;PSS-SG	büzüklerinin
unutmak	V;NEC;PRS;POS;DECL;NOM-2;NOM-PL	unutmelisiniz
süründürtmek	V;INFR;PST;PRSP;NEG;DECL;NOM-2;NOM-SG	süründürtmüş olmayacaktın
tercüman	N;NOM(SG;PSS-1;PSS-PL	tercümanımız
nalları dikmek	V;IND;PST;PERF;POS;DECL;NOM-2;NOM-PL	nalları diktiydiniz
canlandırmak	V;IND;PST;PERF;INTR;POS;NOM-3;NOM-SG	canlandırdı mıydı
kovdurmak	V;INFR;FUT;HAB;NEG;INTR;NOM-2;NOM-PL	kovdurur olmayacak mıymışsınız
aşmak	V;INFR;PRS;HAB;NEG;DECL;NOM-2;NOM-PL	aşmazmışsınız
delirmek	V;INFR;FUT;NEG;DECL;NOM-3;NOM-PL	delirmeyeceklermiş
yağlayıcı	N;LOC(SG;PSS-3;PSS-SG	yağlayıcısında
açmak	V;INFR;FUT;PERF;NEG;INTR;NOM-3;NOM-SG	açmış olmayacak mı
sikişmek	V;INFR;PRS;HAB;INTR;POS;NOM-1;NOM-PL	sikişir miymişiz
delmek	V;IND;PST;PRSP;NEG;INTR;NOM-1;NOM-PL	delmeyecek miydik
pişirmek	V;IND;PST;PERF;NEG;DECL;NOM-1;NOM-SG	pişirmediydim
silmek	V;IND;PST;HAB;NEG;DECL;NOM-2;NOM-SG	silmezdin
av	N;ABL(PL;PSS-3;PSS-SG	avlarından
yaratık	N;ABL-PL	yaratıklardan
kafes bileşik	N;LOC(SG;PSS-3;PSS-SG	kafes bileşiğinde
büzük	N;ABL(PL;PSS-2;PSS-SG	büzüklerinden
imrenmek	V;INFR;FUT;PERF;NEG;DECL;NOM-2;NOM-PL	imrenmiş olmayacaksınız
kullanılmak	V;NEC;PRS;PROG;INTR;POS;NOM-3;NOM-SG	kullanılıyor olmalı mı
büktürtülmek	V;INFR;FUT;NEG;DECL;NOM-2;NOM-SG	büktürtülmeyecekmişsin
kolaj	N;GEN(PL;PSS-1;PSS-PL	kolajlarımızın
ağda yapmak	V;IND;PST;INTR;POS;NOM-1;NOM-SG	ağda yaptım mı
panendeist	N;ACC(PL;PSS-2;PSS-PL	panendeistlerinizi
bilemek	V;INFR;PRS;HAB;NEG;INTR;NOM-2;NOM-SG	bilemez miymişsin
içmek	V;INFR;PST;PL;NEG;DECL;NOM-3	içmemişlermiş
kovdurmak	V;INFR;PRS;PROG;POS;DECL;NOM-2;NOM-PL	kovduruyormuşsunuz
demek	V;INFR;FUT;PERF;POS;DECL;NOM-1;NOM-SG	demiş olacağım
içmek	V;IND;FUT;PRSP;INTR;POS;NOM-3;NOM-PL	içecek olacaklar mı
oyuncak	N;ACC(SG;PSS-2;PSS-PL	oyuncağınızı
cızlamı çekmek	V;INFR;PST;SG;POS;DECL;NOM-2	cızlamı çekmişmişsin
koleksiyon	N;GEN(SG;PSS-1;PSS-PL	koleksiyonumuzun
bıyık	N;ACC(PL;PSS-2;PSS-SG	bıyıklarını
sattırtmak	V;IND;PST;PROG;INTR;POS;NOM-3;NOM-SG	sattırtıyor muydu
idadi	N;GEN-SG	idadinin
tetrafobi	N;NOM-SG	tetrafobi
çan	N;PL;IND;PST;NOM-3;NOM-PL	çanlardı
tükenmek	V;INFR;PST;PRSP;POS;DECL;NOM-1;NOM-PL	tükenmiş olacaktık
pay	N;GEN(SG;PSS-2;PSS-SG	payının
öğrenci	N;LOC(PL;PSS-2;PSS-PL	öğrencilerinizde
sızmak	V;NEC;INFR;PST;NEG;DECL;NOM-2;NOM-PL	sızmamalıymışsınız
cenaze	N;NOM-PL	cenazeler
demek	V;IND;PST;PRSP;NEG;INTR;NOM-3;NOM-SG	demeyecek miydi
sorumluluk	N;ACC(SG;PSS-3;PSS-SG	sorumluluğunu
yaratmak	V;INFR;PST;PERF;NEG;DECL;NOM-2;NOM-PL	yaratmamıştınız
çarpmak	V;INFR;PST;NEG;INTR;NOM-1;NOM-SG	çarpmamış mıyım
örtmek	V;NEC;INFR;PST;NEG;INTR;NOM-2;NOM-SG	örtmemeli miymişsin
yaklaşmak	V;IND;PST;PRSP;NEG;INTR;NOM-1;NOM-PL	yaklaşmayacak mıydık
yeterlik	N;SG;IND;PST;NOM-1;NOM-SG	yeterliktim
ayrılma	N;LOC-SG	ayrılmada
kaynaştırtılmak	V;INFR;PRS;HAB;POS;DECL;NOM-1;NOM-PL	kaynaştırtılırmışız
dolmak	V;INFR;PRS;HAB;NEG;INTR;NOM-3;NOM-PL	dolmazlar mıymış
gelmek	V;INFR;FUT;PERF;NEG;INTR;NOM-3;NOM-SG	gelmiş olmayacak mı
nalları dikmek	V;IND;PST;PROG;NEG;INTR;NOM-3;NOM-SG	nalları dikmiyor muydu
patlamak	V;INFR;PST;SG;NEG;DECL;NOM-3	patlamamışmış
yalvarmak	V;IND;FUT;PROG;INTR;POS;NOM-1;NOM-SG	yalvarıyor olacak mıyım
kullanılmak	V;IND;PRS;PROG;INTR;POS;NOM-3;NOM-PL	kullanılıyorlar mı
can vermek	V;IND;PRS;PROG;INTR;POS;NOM-1;NOM-PL	can veriyor muyuz
saklamak	V;IND;PST;INTR;POS;NOM-3;NOM-SG	sakladı mı
kırdırmak	V;IND;PST;PRSP;PROG;NEG;DECL;NOM-2;NOM-SG	kırdırıyor olmayacaktın
delirmek	V;IND;PST;HAB;PROG;NEG;INTR;NOM-2;NOM-PL	deliriyor olmaz mıydınız
ölçülmek	V;NEC;PST;NEG;INTR;NOM-2;NOM-SG	ölçülmemeli miydin
bit sineği	N;LOC-PL	bit sineklerinde
aşık	N;PL;PRS;NOM-2;NOM-SG	aşıklarsın
klorofil	N;ACC-PL	klorofilleri
yerleşmek	V;INFR;PRS;HAB;NEG;DECL;NOM-3;NOM-SG	yerleşmezmiş
kovdurmak	V;NEC;PRS;NEG;DECL;NOM-1;NOM-SG	kovdurmameliyim
sapmak	V;IND;PST;PROG;POS;DECL;NOM-3;NOM-PL	sapıyorlardı
kirletmek	V;NEC;INFR;PRS;PROG;POS;DECL;NOM-2;NOM-SG	kirletiyor olmalıymışsın
kovulmak	V;NEC;PST;POS;DECL;NOM-1;NOM-SG	kovulmalıydım
laterna	N;GEN-SG	laternanın
kanmak	V;IND;FUT;PRSP;INTR;POS;NOM-1;NOM-SG	kanacak olacak mıyım
kullanılmak	V;NEC;PRS;POS;DECL;NOM-1;NOM-SG	kullanılmeliyim
yaklaşmak	V;IND;PST;PRSP;POS;DECL;NOM-2;NOM-SG	yaklaşacaktın
tercüman	N;NOM(PL;PSS-1;PSS-PL	tercümanlarımız
ahududu	N;GEN-SG	ahududunun
yaymak	V;INFR;FUT;PRSP;POS;DECL;NOM-1;NOM-SG	yayacak olacakmışım
dalmak	V;INFR;PRS;HAB;POS;DECL;NOM-3;NOM-SG	dalarmış
diyapazon	N;NOM(PL;PSS-2;PSS-PL	diyapazonlarınız
kovmamak	V;NEC;INFR;PST;POS;DECL;NOM-1;NOM-PL	kovmamalıymışız
kullanılmak	V;NEC;PST;NEG;INTR;NOM-1;NOM-SG	kullanılmamalı mıydım
kurumak	V;IND;PST;INTR;POS;NOM-1;NOM-PL	kuruduk mu
ölmek	V;INFR;PST;PRSP;POS;DECL;NOM-1;NOM-SG	ölmüş olacaktım
bok	N;ACC(PL;PSS-3;PSS-SG	boklarını
soymak	V;NEC;PRS;PROG;NEG;DECL;NOM-2;NOM-SG	soyuyor olmamalısın
karar vermek	V;IND;PRS;HAB;NEG;DECL;NOM-1;NOM-PL	karar vermeyiz
sıyırmak	V;NEC;PST;PROG;POS;DECL;NOM-1;NOM-PL	sıyırıyor olmalıydık
sumak	N;DAT-SG	sumağa
mobilya	N;ABL(SG;PSS-2;PSS-PL	mobilyanızdan
oyuncak	N;GEN(SG;PSS-1;PSS-PL	oyuncağımızın
buluşmak	V;NEC;PST;INTR;POS;NOM-1;NOM-SG	buluşmalı mıydım
öpüşmek	V;INFR;FUT;HAB;NEG;INTR;NOM-1;NOM-SG	öpüşür olmayacak mıymışım
derviş	N;ACC(PL;PSS-3;PSS-SG	dervişlerini
batmak	V;IND;PST;POS;DECL;NOM-2;NOM-SG	battın
yaratmak	V;INFR;PST;NEG;DECL;NOM-2;NOM-SG	yaratmamışsın
taç yaprak	N;ABL-PL	taç yapraklardan
ölümsüzleştirmek	V;IND;PST;PRSP;NEG;INTR;NOM-2;NOM-SG	ölümsüzleştirmeyecek miydin
irdelemek	V;INFR;PST;NEG;DECL;NOM-2;NOM-PL	irdelememişsiniz
ölçülmek	V;IND;PST;NEG;DECL;NOM-3;NOM-SG	ölçülmedi
mevki	N;DAT(PL;PSS-2;PSS-SG	mevkilerine
nalları dikmek	V;IND;PST;HAB;POS;DECL;NOM-1;NOM-PL	nalları dikerdik
ritim	N;ACC(PL;PSS-2;PSS-PL	ritimlerinizi
konmak	V;IND;PST;PRSP;PROG;NEG;INTR;NOM-2;NOM-PL	konuyor olmayacak mıydınız
sürpriz	N;NOM-SG	sürpriz
ısınmak	V;IND;PST;PERF;POS;DECL;NOM-1;NOM-SG	ısındıydım
kötüleştirmek	V;IND;PST;PRSP;NEG;INTR;NOM-2;NOM-SG	kötüleştirmeyecek miydin
yemek borusu	N;DAT-SG	yemek borusuna
tutuşturmak	V;INFR;PST;PL;NEG;DECL;NOM-2	tutuşturmamışmışsınız
ehemmiyetlilik	N;ACC(PL;PSS-1;PSS-PL	ehemmiyetliliklerimizi
ayna	N;GEN(SG;PSS-2;PSS-SG	aynanın
diyapazon	N;GEN(SG;PSS-3;PSS-SG	diyapazonunun
imrenmek	V;INFR;FUT;PRSP;NEG;DECL;NOM-3;NOM-SG	imrenecek olmayacakmış
gondol	N;ABL(PL;PSS-2;PSS-SG	gondollarından
çağanoz	N;NOM(SG;PSS-2;PSS-PL	çağanozunuz
deneyim	N;DAT-PL	deneyimlere
coşmak	V;IND;PRS;PROG;INTR;POS;NOM-1;NOM-PL	coşuyor muyuz
sakız topu	N;LOC-PL	sakız toplarında
başarmak	V;IND;PST;HAB;NEG;INTR;NOM-2;NOM-PL	başarmaz mıydınız
canlandırmak	V;IND;PST;NEG;DECL;NOM-3;NOM-PL	canlandırmadılar
yıpranmak	V;IND;PST;PROG;POS;DECL;NOM-1;NOM-SG	yıpranıyordum
işletim	N;LOC(PL;PSS-1;PSS-PL	işletimlerimizde
cezve	N;LOC(PL;PSS-2;PSS-PL	cezvelerinizde
gerekmek	V;NEC;INFR;PST;POS;DECL;NOM-3;NOM-SG	gerekmeliymiş
içmek	V;NEC;PST;PROG;NEG;INTR;NOM-1;NOM-PL	içiyor olmamalı mıydık
bitirttirmek	V;IND;FUT;PRSP;NEG;INTR;NOM-2;NOM-PL	bitirttirecek olmayacak mısınız
öldürtmek	V;INFR;PST;SG;INTR;POS;NOM-2	öldürtmüş müymüşsün
yaymak	V;INFR;PST;PRSP;INTR;POS;NOM-3;NOM-SG	yaymış olacak mıydı
bunamak	V;IND;FUT;INTR;POS;NOM-3;NOM-SG	bunayacak mı
boğmak	V;INFR;PST;PERF;NEG;INTR;NOM-1;NOM-PL	boğmamış mıydık
girmek	V;NEC;INFR;PRS;PROG;NEG;INTR;NOM-1;NOM-SG	giriyor olmamalı mıymışım
elmas	N;GEN(SG;PSS-2;PSS-PL	elmasınızın
saydırtmak	V;INFR;PST;PRSP;NEG;INTR;NOM-3;NOM-PL	saydırtmış olmayacaklar mıydı
atom	N;DAT(SG;PSS-1;PSS-PL	atomumuza
üstesinden gelmek	V;INFR;PST;NEG;DECL;NOM-3;NOM-PL	üstesinden gelmemişler
tanımak	V;INFR;PST;PL;NEG;DECL;NOM-2	tanımamışmışsınız
katılmak	V;IND;PRS;HAB;NEG;DECL;NOM-1;NOM-SG	katılmam
gizlemek	V;INFR;FUT;INTR;POS;NOM-2;NOM-SG	gizleyecek miymişsin
ısınmak	V;IND;PRS;HAB;POS;DECL;NOM-3;NOM-PL	ısınırlar
taç yaprak	N;NOM(PL;PSS-1;PSS-PL	taç yapraklarımız
sattırtmak	V;NEC;PRS;POS;DECL;NOM-2;NOM-SG	sattırtmelisin
soğan	N;ABL(PL;PSS-1;PSS-PL	soğanlarımızdan
motel	N;LOC(PL;PSS-2;PSS-SG	motellerinde
yıkamak	V;INFR;FUT;INTR;POS;NOM-2;NOM-PL	yıkayacak mıymışsınız
gaf	N;ACC(PL;PSS-2;PSS-SG	gaflarını
tabanca	N;DAT(PL;PSS-2;PSS-PL	tabancalarınıza
boğmak	V;INFR;PST;NEG;DECL;NOM-2;NOM-SG	boğmamışsın
ittirilmek	V;INFR;FUT;HAB;INTR;POS;NOM-1;NOM-SG	ittirilir olacak mıymışım
saga	N;ABL(PL;PSS-2;PSS-SG	sagalarından
gençlik	N;ACC(SG;PSS-3;PSS-SG	gençliğini
ahududu	N;ABL-PL	ahudutlarından
yemek borusu	N;ACC-SG	yemek borusunu
oyuncak	N;NOM(PL;PSS-3;PSS-SG	oyuncakları
uymak	V;INFR;PST;PRSP;NEG;DECL;NOM-3;NOM-SG	uymuş olmayacaktı
tanımak	V;NEC;PRS;POS;DECL;NOM-1;NOM-SG	tanımeliyim
brokoli	N;LOC(SG;PSS-1;PSS-PL	brokolimizde
ritim	N;NOM(PL;PSS-3;PSS-SG	ritimleri
tütüncü	N;ACC(PL;PSS-2;PSS-SG	tütüncülerini
öpmek	V;NEC;PST;POS;DECL;NOM-2;NOM-PL	öpmeliydiniz
öğrenci	N;NOM(SG;PSS-2;PSS-PL	öğrenciniz
sattırtmak	V;NEC;PST;PROG;NEG;INTR;NOM-2;NOM-PL	sattırtıyor olmamalı mıydınız
laterna	N;ABL(SG;PSS-2;PSS-SG	laternandan
